Date,Special Prize,First Prize,Second Prize
15-04-2021,90982,05942,"['63537', '27846']"
16-04-2021,99789,61842,"['61345', '45388']"
17-04-2021,10780,90312,"['85282', '37689']"
18-04-2021,89500,28554,"['92570', '49815']"
19-04-2021,81365,37116,"['91280', '35840']"
20-04-2021,05475,08566,"['31533', '85710']"
21-04-2021,84355,78496,"['47869', '79897']"
22-04-2021,56292,85246,"['21395', '18863']"
23-04-2021,98860,08807,"['79035', '36955']"
24-04-2021,21177,55266,"['11744', '71304']"
25-04-2021,73278,29752,"['45407', '84732']"
26-04-2021,16252,93619,"['14175', '95275']"
27-04-2021,49333,97939,"['55311', '56648']"
28-04-2021,91213,60871,"['90650', '63371']"
29-04-2021,21916,03753,"['09292', '74636']"
30-04-2021,96736,00731,"['93389', '43599']"
01-05-2021,05365,60256,"['96537', '26510']"
02-05-2021,76578,89773,"['28086', '08979']"
03-05-2021,51925,70091,"['77216', '24987']"
04-05-2021,09580,29402,"['23008', '94257']"
05-05-2021,83866,51676,"['18736', '24033']"
06-05-2021,80359,19644,"['56866', '23666']"
07-05-2021,70447,30887,"['35120', '87882']"
08-05-2021,26493,54128,"['01818', '98582']"
09-05-2021,76369,77298,"['73046', '17455']"
10-05-2021,54247,69734,"['34677', '20804']"
11-05-2021,57470,46413,"['73469', '30308']"
12-05-2021,49650,06579,"['14342', '12281']"
13-05-2021,68664,81431,"['40720', '22183']"
14-05-2021,81047,91687,"['87624', '88230']"
15-05-2021,59925,41995,"['32104', '99664']"
16-05-2021,32965,91114,"['17932', '99707']"
17-05-2021,67626,81254,"['14436', '47191']"
18-05-2021,10448,01293,"['90453', '43020']"
19-05-2021,83572,70723,"['14308', '09786']"
20-05-2021,55967,54580,"['21026', '67810']"
21-05-2021,75723,20849,"['13091', '49882']"
22-05-2021,94325,23259,"['66640', '23376']"
23-05-2021,13529,97227,"['53510', '42797']"
24-05-2021,19685,80388,"['49059', '33202']"
25-05-2021,82871,94512,"['72720', '81900']"
26-05-2021,64904,78141,"['87901', '10549']"
27-05-2021,33003,35078,"['36509', '95329']"
28-05-2021,07076,67348,"['51380', '77608']"
29-05-2021,81687,54246,"['57450', '34972']"
30-05-2021,15553,28465,"['01790', '77377']"
31-05-2021,18650,10527,"['35074', '62060']"
01-06-2021,57266,97063,"['01547', '03792']"
02-06-2021,51714,07684,"['76377', '65076']"
03-06-2021,62721,69350,"['70384', '57898']"
04-06-2021,60930,14424,"['25978', '61321']"
05-06-2021,10263,84855,"['75330', '03907']"
06-06-2021,73663,63348,"['58752', '82743']"
07-06-2021,26422,90141,"['26323', '40303']"
08-06-2021,82266,02343,"['40408', '17259']"
09-06-2021,81099,17483,"['94216', '47818']"
10-06-2021,92979,56882,"['39343', '47196']"
11-06-2021,15348,78802,"['22861', '91584']"
12-06-2021,02283,58255,"['01657', '06701']"
13-06-2021,35879,47749,"['87500', '99446']"
14-06-2021,18146,00534,"['49921', '30332']"
15-06-2021,27483,86299,"['97673', '23236']"
16-06-2021,34622,94586,"['75415', '00398']"
17-06-2021,44367,02103,"['85262', '24192']"
18-06-2021,14761,98852,"['24130', '49306']"
19-06-2021,03472,93911,"['04150', '75964']"
20-06-2021,64799,15675,"['55723', '07182']"
21-06-2021,60141,13125,"['97526', '07411']"
22-06-2021,34505,41158,"['46686', '84680']"
23-06-2021,98699,23243,"['10587', '50359']"
24-06-2021,17879,77328,"['12410', '69282']"
25-06-2021,25985,03675,"['18803', '46990']"
26-06-2021,20290,47139,"['21826', '45549']"
27-06-2021,13987,15964,"['81096', '37740']"
28-06-2021,52658,47449,"['39821', '60239']"
29-06-2021,66791,82119,"['21307', '00460']"
30-06-2021,82308,05022,"['07709', '91611']"
01-07-2021,01275,82781,"['88530', '04432']"
02-07-2021,87781,34762,"['39787', '40120']"
03-07-2021,02942,17645,"['48959', '47704']"
04-07-2021,96477,73016,"['78167', '01062']"
05-07-2021,91701,09512,"['85942', '28239']"
06-07-2021,46868,81459,"['85271', '29895']"
07-07-2021,61289,80667,"['16285', '56890']"
08-07-2021,10346,27144,"['79821', '18474']"
09-07-2021,70060,95585,"['92821', '77303']"
10-07-2021,53594,70702,"['37185', '39408']"
11-07-2021,38294,91851,"['93404', '79438']"
12-07-2021,48323,48804,"['20449', '04646']"
13-07-2021,41507,80075,"['80201', '95854']"
14-07-2021,98653,24424,"['56841', '11681']"
15-07-2021,70957,26316,"['73336', '81348']"
16-07-2021,37782,48924,"['26508', '44631']"
17-07-2021,05779,35146,"['93053', '30465']"
18-07-2021,32872,95067,"['80303', '82293']"
19-07-2021,47133,69077,"['17246', '42789']"
20-07-2021,23036,59156,"['31102', '27668']"
21-07-2021,47188,12875,"['35732', '07382']"
22-07-2021,23166,99810,"['58379', '51310']"
23-07-2021,46724,86038,"['35744', '09196']"
24-07-2021,77196,11985,"['46835', '63116']"
25-07-2021,82380,30971,"['01356', '85942']"
26-07-2021,40891,05339,"['20921', '37824']"
27-07-2021,52371,21944,"['45782', '12508']"
28-07-2021,50098,30020,"['20039', '76223']"
29-07-2021,10326,11116,"['23458', '10215']"
30-07-2021,94715,51666,"['78150', '32755']"
31-07-2021,62914,46071,"['98980', '95741']"
01-08-2021,88081,34286,"['12650', '78390']"
02-08-2021,71424,01082,"['35981', '28691']"
03-08-2021,10004,11355,"['59096', '48107']"
04-08-2021,46441,30932,"['92551', '73119']"
05-08-2021,09081,56729,"['60315', '78851']"
06-08-2021,39467,34338,"['87428', '43563']"
07-08-2021,49634,05277,"['85220', '92179']"
08-08-2021,38115,97733,"['21143', '52941']"
09-08-2021,44751,36796,"['05597', '80132']"
10-08-2021,29771,53969,"['77104', '40388']"
11-08-2021,53620,26751,"['59481', '76774']"
12-08-2021,19868,60958,"['41106', '23098']"
13-08-2021,17044,04460,"['64353', '07330']"
14-08-2021,55853,83841,"['91798', '15446']"
15-08-2021,73497,42299,"['27270', '47998']"
16-08-2021,62041,07429,"['58690', '79335']"
17-08-2021,68162,90375,"['42140', '94491']"
18-08-2021,10443,28874,"['41611', '34539']"
19-08-2021,21544,34727,"['77823', '46383']"
20-08-2021,04793,84718,"['67660', '58087']"
21-08-2021,69157,89294,"['51019', '96584']"
22-08-2021,98711,17016,"['84610', '57897']"
23-08-2021,58391,20528,"['69366', '25470']"
24-08-2021,58389,98560,"['19948', '41318']"
25-08-2021,60589,21378,"['27654', '55105']"
26-08-2021,88678,92187,"['26158', '56313']"
27-08-2021,69159,30254,"['07580', '74200']"
28-08-2021,50509,96823,"['95438', '67362']"
29-08-2021,58755,35778,"['57087', '16260']"
30-08-2021,83986,61984,"['71959', '51392']"
31-08-2021,49620,58109,"['65030', '17633']"
01-09-2021,74627,86107,"['46472', '63884']"
02-09-2021,77764,46570,"['92077', '43731']"
03-09-2021,11660,20874,"['09983', '75655']"
04-09-2021,29855,28539,"['81656', '35270']"
05-09-2021,17061,06266,"['07805', '99731']"
06-09-2021,87728,88415,"['19940', '44927']"
07-09-2021,10765,61705,"['04965', '95940']"
08-09-2021,14938,66613,"['59445', '87852']"
09-09-2021,63724,90250,"['27565', '39894']"
10-09-2021,04529,92073,"['44668', '76193']"
11-09-2021,26654,20585,"['51339', '80495']"
12-09-2021,23349,65096,"['37636', '14585']"
13-09-2021,95548,68227,"['53476', '18423']"
14-09-2021,32159,81460,"['01050', '23826']"
15-09-2021,04965,26381,"['75078', '09937']"
16-09-2021,12093,15382,"['00130', '21943']"
17-09-2021,35330,90315,"['57179', '80432']"
18-09-2021,93901,29743,"['74749', '24114']"
19-09-2021,45957,46590,"['96670', '98212']"
20-09-2021,74019,39363,"['65370', '71066']"
21-09-2021,16083,88718,"['35830', '21024']"
22-09-2021,53873,69507,"['02330', '17980']"
23-09-2021,11534,41900,"['09585', '18963']"
24-09-2021,51678,00595,"['81492', '15143']"
25-09-2021,92408,91545,"['83667', '10074']"
26-09-2021,21694,58074,"['30674', '87398']"
27-09-2021,73011,19529,"['02268', '95997']"
28-09-2021,03234,84484,"['90665', '27193']"
29-09-2021,76477,24728,"['82153', '20385']"
30-09-2021,45811,53705,"['13062', '24543']"
01-10-2021,31220,49246,"['20939', '28685']"
02-10-2021,37377,21288,"['46261', '00079']"
03-10-2021,20681,02104,"['37357', '93752']"
04-10-2021,45747,78306,"['61572', '84369']"
05-10-2021,73967,77123,"['05811', '34359']"
06-10-2021,82245,66283,"['69636', '77240']"
07-10-2021,97469,47719,"['46341', '12091']"
08-10-2021,43550,92887,"['67470', '39215']"
09-10-2021,31156,70905,"['52422', '68986']"
10-10-2021,06085,88649,"['10842', '18830']"
11-10-2021,72142,06050,"['72755', '40465']"
12-10-2021,05618,73209,"['47494', '05368']"
13-10-2021,49522,34123,"['78632', '64623']"
14-10-2021,04019,12662,"['35528', '91597']"
15-10-2021,64218,83454,"['31313', '38671']"
16-10-2021,66067,51010,"['58163', '24893']"
17-10-2021,24640,45261,"['28113', '58334']"
18-10-2021,11609,38670,"['75749', '86248']"
19-10-2021,86847,67039,"['11804', '30501']"
20-10-2021,56449,76644,"['26081', '29056']"
21-10-2021,93188,00442,"['02778', '55348']"
22-10-2021,56628,23615,"['74574', '50353']"
23-10-2021,73125,49150,"['11662', '42636']"
24-10-2021,44417,33926,"['36042', '14446']"
25-10-2021,69154,57088,"['08106', '67288']"
26-10-2021,75309,29545,"['67316', '50608']"
27-10-2021,92046,41811,"['48897', '06816']"
28-10-2021,47069,95366,"['66750', '09727']"
29-10-2021,67635,83186,"['46576', '75207']"
30-10-2021,24242,20699,"['81912', '69142']"
31-10-2021,54798,04294,"['72480', '05721']"
01-11-2021,03858,20567,"['69750', '34589']"
02-11-2021,29510,65284,"['10262', '66333']"
03-11-2021,07267,18214,"['36604', '45461']"
04-11-2021,34148,13354,"['26931', '94183']"
05-11-2021,66152,65766,"['01610', '37587']"
06-11-2021,19821,46754,"['25283', '73708']"
07-11-2021,91386,94379,"['44311', '83179']"
08-11-2021,94772,34396,"['28371', '85901']"
09-11-2021,71952,38113,"['49404', '62456']"
10-11-2021,43595,16549,"['57132', '84372']"
11-11-2021,33422,95524,"['05578', '04349']"
12-11-2021,04211,71230,"['58044', '68437']"
13-11-2021,55230,64965,"['40445', '62471']"
14-11-2021,53940,52169,"['96490', '56413']"
15-11-2021,77626,91372,"['87595', '59730']"
16-11-2021,41405,87612,"['81360', '78282']"
17-11-2021,99342,53462,"['60892', '76010']"
18-11-2021,04960,49665,"['04200', '18541']"
19-11-2021,68712,13056,"['06192', '95012']"
20-11-2021,45344,21508,"['06066', '59634']"
21-11-2021,47579,80977,"['62619', '73610']"
22-11-2021,36593,86008,"['02892', '93784']"
23-11-2021,24880,45683,"['59106', '71511']"
24-11-2021,85856,14730,"['32232', '32652']"
25-11-2021,64313,28994,"['65124', '50348']"
26-11-2021,81610,43572,"['02830', '70461']"
27-11-2021,27824,84009,"['82571', '36444']"
28-11-2021,55988,58593,"['79190', '06541']"
29-11-2021,28087,28734,"['42697', '92424']"
30-11-2021,71738,38779,"['84283', '61798']"
01-12-2021,62712,70945,"['26438', '57221']"
02-12-2021,27587,50645,"['79067', '60923']"
03-12-2021,85507,09681,"['03790', '53917']"
04-12-2021,69447,79564,"['67185', '37015']"
05-12-2021,04329,46537,"['20032', '37910']"
06-12-2021,71784,58418,"['23447', '01806']"
07-12-2021,63631,21137,"['92061', '00564']"
08-12-2021,29115,43952,"['36600', '38923']"
09-12-2021,34346,19051,"['87023', '83795']"
10-12-2021,25206,17375,"['91369', '55172']"
11-12-2021,34925,66287,"['41770', '12544']"
12-12-2021,09055,84112,"['11840', '03976']"
13-12-2021,98112,05580,"['38803', '36181']"
14-12-2021,27700,75684,"['60501', '40261']"
15-12-2021,96009,44382,"['87663', '47779']"
16-12-2021,43032,62190,"['86553', '39034']"
17-12-2021,73157,74230,"['24770', '58688']"
18-12-2021,70830,04892,"['04754', '85322']"
19-12-2021,07173,67135,"['68370', '81207']"
20-12-2021,74271,26961,"['35753', '96442']"
21-12-2021,38683,47122,"['19823', '37752']"
22-12-2021,09078,85552,"['35444', '38881']"
23-12-2021,78708,39168,"['13761', '89105']"
24-12-2021,37223,92676,"['33618', '21003']"
25-12-2021,31424,17010,"['80467', '03632']"
26-12-2021,57404,22685,"['19749', '35152']"
27-12-2021,56903,23361,"['78522', '53076']"
28-12-2021,04703,53971,"['20116', '86688']"
29-12-2021,13977,34852,"['54309', '98902']"
30-12-2021,62033,86170,"['66387', '22954']"
31-12-2021,24147,35164,"['87843', '42697']"
01-01-2022,10676,86295,"['05069', '04999']"
02-01-2022,93494,32969,"['99121', '71440']"
03-01-2022,37061,02804,"['28975', '91130']"
04-01-2022,46330,69665,"['09490', '46504']"
05-01-2022,10619,38905,"['13039', '16537']"
06-01-2022,98437,25100,"['22368', '37271']"
07-01-2022,33657,64428,"['76753', '78236']"
08-01-2022,98969,23581,"['44733', '01226']"
09-01-2022,93093,19538,"['79022', '49827']"
10-01-2022,08845,40173,"['66686', '03977']"
11-01-2022,55427,66440,"['04497', '26217']"
12-01-2022,88903,02061,"['93869', '59013']"
13-01-2022,46638,89412,"['72737', '87756']"
14-01-2022,87219,41662,"['25784', '04591']"
15-01-2022,20222,22217,"['31826', '17040']"
16-01-2022,55431,77267,"['00522', '27414']"
17-01-2022,88041,36730,"['73089', '38298']"
18-01-2022,46384,25306,"['69864', '13585']"
19-01-2022,76930,48843,"['41006', '76053']"
20-01-2022,71085,18328,"['78797', '48541']"
21-01-2022,78645,59320,"['60922', '13571']"
22-01-2022,74954,64284,"['86741', '45640']"
23-01-2022,28383,09696,"['00909', '27455']"
24-01-2022,97132,87646,"['25260', '21753']"
25-01-2022,20653,56333,"['40038', '34350']"
26-01-2022,98409,61525,"['04729', '15344']"
27-01-2022,16440,64351,"['31055', '80371']"
28-01-2022,83926,91357,"['14079', '28422']"
29-01-2022,11699,54461,"['49501', '99545']"
30-01-2022,67466,25936,"['67114', '14594']"
04-02-2022,67147,53734,"['86249', '72294']"
05-02-2022,23184,05762,"['16743', '02525']"
06-02-2022,76101,88297,"['56861', '23554']"
07-02-2022,28958,15942,"['30612', '36819']"
08-02-2022,96534,58233,"['31050', '09227']"
09-02-2022,35498,24577,"['82122', '87260']"
10-02-2022,23768,75954,"['21719', '51338']"
11-02-2022,49104,71453,"['56991', '37737']"
12-02-2022,85672,12634,"['82668', '43280']"
13-02-2022,82472,21337,"['28221', '53677']"
14-02-2022,35862,81536,"['42128', '27049']"
15-02-2022,87296,25579,"['06021', '92530']"
16-02-2022,89562,78809,"['78724', '07101']"
17-02-2022,38755,51445,"['40846', '19407']"
18-02-2022,29996,29783,"['75476', '17798']"
19-02-2022,92264,13667,"['73861', '91927']"
20-02-2022,88182,86741,"['81804', '74028']"
21-02-2022,89665,42044,"['94296', '58067']"
22-02-2022,41055,40734,"['37946', '22832']"
23-02-2022,25351,04433,"['97279', '89295']"
24-02-2022,16480,86594,"['95398', '37531']"
25-02-2022,09401,71268,"['42426', '04597']"
26-02-2022,07631,39603,"['79799', '95760']"
27-02-2022,70968,25814,"['14096', '62584']"
28-02-2022,89075,98757,"['90657', '25115']"
01-03-2022,24876,80854,"['99828', '23837']"
02-03-2022,09390,24578,"['60358', '99540']"
03-03-2022,42113,73433,"['31552', '60586']"
04-03-2022,42399,63312,"['15594', '59433']"
05-03-2022,84917,97380,"['32082', '04244']"
06-03-2022,78356,12424,"['71253', '80971']"
07-03-2022,74079,05616,"['38610', '98024']"
08-03-2022,62593,71475,"['21383', '24556']"
09-03-2022,08663,08349,"['37296', '97053']"
10-03-2022,72929,33587,"['35094', '34949']"
11-03-2022,61349,80519,"['38571', '21641']"
12-03-2022,31953,52377,"['59277', '28468']"
13-03-2022,66650,07729,"['47188', '33607']"
14-03-2022,48563,48032,"['54210', '01673']"
15-03-2022,01067,50847,"['91297', '17671']"
16-03-2022,18513,23055,"['65520', '37809']"
17-03-2022,04440,02048,"['77122', '52105']"
18-03-2022,90202,05396,"['37746', '91737']"
19-03-2022,39218,49736,"['71136', '86920']"
20-03-2022,04348,47440,"['07110', '79698']"
21-03-2022,76044,84776,"['21457', '05975']"
22-03-2022,43218,62234,"['39351', '63114']"
23-03-2022,38074,32168,"['16948', '99428']"
24-03-2022,71400,61967,"['47962', '31669']"
25-03-2022,88460,99513,"['98223', '99207']"
26-03-2022,15972,02820,"['54813', '53654']"
27-03-2022,80965,15580,"['97527', '79584']"
28-03-2022,20182,07161,"['16533', '55139']"
29-03-2022,59903,81369,"['56277', '71215']"
30-03-2022,89914,74298,"['09293', '59930']"
31-03-2022,12239,62330,"['75488', '43719']"
01-04-2022,76007,51630,"['24501', '58111']"
02-04-2022,61762,39070,"['02329', '18372']"
03-04-2022,87767,96822,"['00286', '87175']"
04-04-2022,12941,82066,"['48663', '75715']"
05-04-2022,54997,84480,"['68593', '23376']"
06-04-2022,17538,92002,"['23026', '19281']"
07-04-2022,98245,01742,"['98264', '78008']"
08-04-2022,43769,86531,"['98565', '42742']"
09-04-2022,34194,51050,"['00770', '73910']"
10-04-2022,25295,01253,"['02772', '10133']"
11-04-2022,86317,12274,"['88441', '84090']"
12-04-2022,81358,68088,"['47928', '76598']"
13-04-2022,76864,80616,"['87435', '72823']"
14-04-2022,96764,17962,"['83366', '72336']"
15-04-2022,54045,27631,"['14787', '90992']"
16-04-2022,36554,94220,"['71581', '97927']"
17-04-2022,87347,30501,"['52768', '81509']"
18-04-2022,80436,92047,"['18684', '42377']"
19-04-2022,78864,86443,"['93975', '72072']"
20-04-2022,58953,10071,"['15350', '76286']"
21-04-2022,89291,56407,"['88668', '89544']"
22-04-2022,31695,51735,"['67343', '00384']"
23-04-2022,77318,33815,"['99854', '99583']"
24-04-2022,97285,09752,"['78263', '93471']"
25-04-2022,99368,01450,"['12908', '24755']"
26-04-2022,32047,94835,"['58258', '21275']"
27-04-2022,02541,03308,"['68166', '36358']"
28-04-2022,47202,65673,"['20007', '93437']"
29-04-2022,58339,82141,"['51386', '51548']"
30-04-2022,59924,14841,"['64655', '67193']"
01-05-2022,81691,24290,"['90854', '72236']"
02-05-2022,94479,28588,"['31610', '35225']"
03-05-2022,48243,95479,"['47271', '94238']"
04-05-2022,79110,21129,"['46524', '68497']"
05-05-2022,78054,56243,"['80863', '98662']"
06-05-2022,20116,51969,"['74599', '81169']"
07-05-2022,73301,10879,"['79061', '73405']"
08-05-2022,51139,23395,"['36552', '38651']"
09-05-2022,05659,61956,"['88928', '81464']"
10-05-2022,35106,02963,"['45272', '06423']"
11-05-2022,27724,10916,"['79493', '89431']"
12-05-2022,55065,85044,"['34956', '54359']"
13-05-2022,29436,46318,"['32294', '77466']"
14-05-2022,30775,08368,"['69632', '67521']"
15-05-2022,93649,13716,"['59642', '55194']"
16-05-2022,17713,95077,"['26845', '85992']"
17-05-2022,58553,76496,"['45698', '57221']"
18-05-2022,69049,92364,"['38074', '38286']"
19-05-2022,49968,89976,"['98236', '01110']"
20-05-2022,78195,29924,"['93148', '31878']"
21-05-2022,85198,20830,"['08364', '24874']"
22-05-2022,24547,49158,"['88253', '39604']"
23-05-2022,29213,64806,"['79526', '21519']"
24-05-2022,97218,58758,"['87719', '05801']"
25-05-2022,87109,07545,"['03599', '26377']"
26-05-2022,41717,95585,"['58093', '91750']"
27-05-2022,29667,67112,"['89775', '42471']"
28-05-2022,57318,86313,"['52292', '77476']"
29-05-2022,87354,28042,"['37479', '22643']"
30-05-2022,12512,62935,"['64686', '41116']"
31-05-2022,39725,23112,"['94003', '94061']"
01-06-2022,31918,04729,"['37215', '50551']"
02-06-2022,51768,40463,"['20261', '32549']"
03-06-2022,89242,06999,"['68754', '88467']"
04-06-2022,60832,30058,"['63129', '67653']"
05-06-2022,05479,40705,"['21572', '72488']"
06-06-2022,11584,78907,"['25958', '67236']"
07-06-2022,87525,77223,"['93290', '74117']"
08-06-2022,28977,48768,"['41760', '62360']"
09-06-2022,08181,31938,"['54758', '94628']"
10-06-2022,08391,12397,"['70522', '30508']"
11-06-2022,29224,20766,"['20025', '62589']"
12-06-2022,17818,18326,"['38568', '10728']"
13-06-2022,89927,77049,"['95785', '88560']"
14-06-2022,52762,47624,"['42638', '87278']"
15-06-2022,79716,00074,"['00104', '49785']"
16-06-2022,90524,87917,"['80177', '80924']"
17-06-2022,68274,90547,"['16117', '31774']"
18-06-2022,87190,21110,"['89033', '05612']"
19-06-2022,66449,97184,"['94411', '45452']"
20-06-2022,71808,24479,"['90383', '30364']"
21-06-2022,81571,37576,"['55878', '19205']"
22-06-2022,50846,92133,"['75657', '64087']"
23-06-2022,97140,07147,"['89901', '84392']"
24-06-2022,49677,52644,"['85957', '46813']"
25-06-2022,36768,38794,"['13490', '72677']"
26-06-2022,46970,31422,"['86547', '33892']"
27-06-2022,62171,74232,"['60392', '44343']"
28-06-2022,13149,50944,"['56408', '12899']"
29-06-2022,38892,20636,"['84006', '09206']"
30-06-2022,58839,82672,"['21676', '00588']"
01-07-2022,01697,70090,"['16691', '52814']"
02-07-2022,50554,26597,"['71762', '44601']"
03-07-2022,86690,00944,"['08354', '56997']"
04-07-2022,50239,18777,"['50753', '62864']"
05-07-2022,68404,87375,"['99531', '72909']"
06-07-2022,76796,60532,"['75194', '39560']"
07-07-2022,91796,13278,"['44393', '94079']"
08-07-2022,66224,39869,"['60546', '53493']"
09-07-2022,10295,36734,"['79386', '11190']"
10-07-2022,17772,24964,"['13999', '53713']"
11-07-2022,02801,41033,"['53525', '62479']"
12-07-2022,23151,77007,"['67040', '03531']"
13-07-2022,95155,90271,"['89067', '33855']"
14-07-2022,32850,20310,"['24969', '49922']"
15-07-2022,38114,90817,"['34620', '11661']"
16-07-2022,77064,71741,"['72337', '44659']"
17-07-2022,66327,20157,"['03078', '20001']"
18-07-2022,36713,35519,"['42106', '16732']"
19-07-2022,53393,88480,"['98910', '16736']"
20-07-2022,25496,72929,"['78576', '63755']"
21-07-2022,27404,63031,"['07886', '87611']"
22-07-2022,04093,51457,"['29485', '11161']"
23-07-2022,15361,86993,"['28048', '57745']"
24-07-2022,22857,51386,"['77335', '30735']"
25-07-2022,69502,72642,"['04474', '23788']"
26-07-2022,00558,96583,"['14877', '72399']"
27-07-2022,09155,63250,"['61771', '47619']"
28-07-2022,56590,61023,"['98472', '09449']"
29-07-2022,92303,26296,"['84138', '43275']"
30-07-2022,96409,33297,"['98099', '05132']"
31-07-2022,50267,02643,"['88354', '35612']"
01-08-2022,46555,11459,"['44331', '72670']"
02-08-2022,36335,79490,"['10945', '04382']"
03-08-2022,37686,60371,"['33660', '43875']"
04-08-2022,27492,50569,"['07770', '83906']"
05-08-2022,49513,91374,"['13523', '80169']"
06-08-2022,74873,78243,"['71609', '86446']"
07-08-2022,80395,00604,"['25509', '78144']"
08-08-2022,76821,26769,"['25934', '27097']"
09-08-2022,00180,08818,"['76858', '40225']"
10-08-2022,42119,46227,"['15689', '40605']"
11-08-2022,44082,54663,"['92964', '99837']"
12-08-2022,93970,42956,"['73740', '91882']"
13-08-2022,40306,29373,"['24629', '41347']"
14-08-2022,90213,96091,"['12663', '03126']"
15-08-2022,19117,51486,"['27002', '45812']"
16-08-2022,05904,06952,"['68041', '20939']"
17-08-2022,54182,38978,"['61233', '03985']"
18-08-2022,92993,46562,"['68475', '79592']"
19-08-2022,75303,52115,"['49450', '24190']"
20-08-2022,10211,10226,"['78650', '66649']"
21-08-2022,17965,51526,"['11630', '27394']"
22-08-2022,60652,61027,"['38872', '08164']"
23-08-2022,63437,69177,"['52091', '44029']"
24-08-2022,24832,09710,"['19597', '96488']"
25-08-2022,28670,79137,"['56442', '84712']"
26-08-2022,89151,13354,"['41050', '66592']"
27-08-2022,89617,36200,"['30730', '97036']"
28-08-2022,68144,02532,"['39990', '30534']"
29-08-2022,75965,38820,"['71575', '21773']"
30-08-2022,96955,63681,"['20727', '48078']"
31-08-2022,92467,04353,"['42176', '84877']"
01-09-2022,69488,89786,"['68416', '20989']"
02-09-2022,03138,55336,"['16287', '50610']"
03-09-2022,47153,58840,"['46746', '06592']"
04-09-2022,62111,65882,"['91035', '75523']"
05-09-2022,01548,24105,"['97886', '05221']"
06-09-2022,44816,05276,"['93856', '11335']"
07-09-2022,51169,94457,"['78799', '03878']"
08-09-2022,75743,11926,"['27509', '34830']"
09-09-2022,01293,80770,"['15337', '47742']"
10-09-2022,17535,74421,"['07598', '02432']"
11-09-2022,99951,20446,"['01749', '04947']"
12-09-2022,55448,93409,"['19965', '60859']"
13-09-2022,21776,55643,"['39452', '83110']"
14-09-2022,66581,70165,"['25649', '75110']"
15-09-2022,87354,95705,"['63025', '08721']"
16-09-2022,48715,90716,"['56928', '41080']"
17-09-2022,55890,82995,"['85254', '99868']"
18-09-2022,14894,36603,"['09941', '58304']"
19-09-2022,62198,45485,"['76774', '74253']"
20-09-2022,50221,51429,"['03694', '87656']"
21-09-2022,44823,04642,"['28539', '90167']"
22-09-2022,76777,14235,"['67639', '39627']"
23-09-2022,79436,63302,"['75772', '78656']"
24-09-2022,08154,01140,"['39583', '05213']"
25-09-2022,59509,36837,"['50137', '94982']"
26-09-2022,93712,06763,"['50213', '34368']"
27-09-2022,77390,44227,"['07899', '14634']"
28-09-2022,41946,37992,"['99881', '91950']"
29-09-2022,92129,68334,"['70735', '51228']"
30-09-2022,89651,76636,"['22292', '54784']"
01-10-2022,35019,13904,"['96463', '34496']"
02-10-2022,64668,12669,"['30412', '40677']"
03-10-2022,65169,74026,"['63525', '28014']"
04-10-2022,51859,22919,"['35872', '32518']"
05-10-2022,80983,09046,"['29399', '08507']"
06-10-2022,26450,99472,"['09283', '07481']"
07-10-2022,13037,25059,"['77426', '43042']"
08-10-2022,94309,45465,"['82813', '94520']"
09-10-2022,96669,56310,"['58287', '20321']"
10-10-2022,71218,70576,"['61119', '21941']"
11-10-2022,92034,05536,"['18653', '32471']"
12-10-2022,67145,28295,"['82580', '33620']"
13-10-2022,65353,92369,"['24020', '84825']"
14-10-2022,57974,15324,"['29062', '35164']"
15-10-2022,79638,62960,"['56791', '78023']"
16-10-2022,35546,43491,"['46880', '08079']"
17-10-2022,15677,13447,"['41401', '55659']"
18-10-2022,07253,99692,"['72624', '20724']"
19-10-2022,68879,46059,"['26549', '42155']"
20-10-2022,27465,33685,"['53025', '07718']"
21-10-2022,50000,77386,"['96071', '94717']"
22-10-2022,31698,10399,"['51180', '27619']"
23-10-2022,12843,17105,"['39019', '07823']"
24-10-2022,05499,10376,"['24301', '13680']"
25-10-2022,50604,02803,"['82308', '14716']"
26-10-2022,19739,15022,"['43172', '45148']"
27-10-2022,89604,91323,"['51578', '25475']"
28-10-2022,32041,41193,"['72370', '38138']"
29-10-2022,73887,76973,"['36640', '82978']"
30-10-2022,05085,52112,"['34968', '38884']"
31-10-2022,93343,96968,"['63142', '87662']"
01-11-2022,99876,35394,"['83301', '41034']"
02-11-2022,67246,84000,"['91602', '49667']"
03-11-2022,66819,58970,"['81233', '87337']"
04-11-2022,75371,81207,"['15350', '73690']"
05-11-2022,33487,75857,"['17413', '62882']"
06-11-2022,77471,19152,"['97536', '23750']"
07-11-2022,04067,62344,"['20660', '34924']"
08-11-2022,66130,31344,"['60841', '75083']"
09-11-2022,57765,69270,"['33523', '02685']"
10-11-2022,71610,89551,"['25825', '57592']"
11-11-2022,81736,23276,"['53754', '98359']"
12-11-2022,78611,11566,"['68739', '54972']"
13-11-2022,96305,67959,"['20646', '33331']"
14-11-2022,12834,95078,"['64989', '79753']"
15-11-2022,91006,22362,"['00497', '25741']"
16-11-2022,50578,44533,"['51589', '19352']"
17-11-2022,05776,49100,"['70349', '63260']"
18-11-2022,32592,64258,"['75381', '94816']"
19-11-2022,66534,56931,"['14753', '52934']"
20-11-2022,80770,74803,"['88570', '42720']"
21-11-2022,52091,32734,"['23946', '43525']"
